EmployeeID,JobLevel,Department,MonthlyIncome,,,
1760,1,Research & Development,50100,,,
1761,1,Research & Development,135490,,,
1762,2,Research & Development,49990,,,
1763,5,Sales,42210,,,
1764,4,Sales,138720,,,
1765,1,Research & Development,20420,,,
1766,2,Sales,20730,,,
1767,1,Research & Development,29560,,,
1768,2,Sales,29260,,,
1769,3,Research & Development,48090,,,
1770,1,Research & Development,51630,,,
1771,2,Sales,188440,,,
1772,4,Sales,181720,,,
1773,3,Research & Development,57440,,,
1774,3,Sales,28890,,,
1775,3,Research & Development,28710,,,
1776,2,Research & Development,74840,,,
1777,3,Sales,60740,,,
1778,2,Research & Development,173280,,,
1779,1,Research & Development,27740,,,
1780,1,Research & Development,45050,,,
1781,4,Human Resources,74280,,,
1782,5,Research & Development,116310,,,
1783,5,Research & Development,97380,,,
1784,1,Research & Development,28350,,,
1785,3,Research & Development,169590,,,
1786,2,Research & Development,26130,,,
1787,2,Research & Development,61460,,,
1788,2,Research & Development,49630,,,
1789,4,Research & Development,195370,,,
1790,2,Sales,61720,,,
1791,2,Sales,23680,,,
1792,1,Sales,103120,,,
1793,3,Research & Development,16750,,,
1794,1,Research & Development,25230,,,
1795,2,Research & Development,65670,,,
1796,3,Research & Development,47390,,,
1797,1,Research & Development,92080,,,
1798,4,Sales,45590,,,
1799,1,Sales,81890,,,
1800,2,Research & Development,29420,,,
1801,2,Research & Development,49410,,,
1802,4,Sales,106500,,,
1803,4,Research & Development,59020,,,
1804,1,Research & Development,86390,,,
1805,2,Research & Development,63470,,,
1806,2,Sales,42000,,,
1807,1,Research & Development,34520,,,
1808,2,Research & Development,43170,,,
1809,1,Sales,26320,,,
1810,2,Sales,46680,,,
1811,2,Research & Development,32040,,,
1812,2,Research & Development,27200,,,
1813,2,Research & Development,171810,,,
1814,3,Sales,22380,,,
1815,2,Research & Development,14830,,,
1816,1,Research & Development,56050,,,
1817,2,Research & Development,72950,,,
1818,2,Sales,23060,,,
1819,3,Research & Development,23480,,,
1820,2,Sales,89980,,,
1821,4,Human Resources,43190,,,
1822,2,Research & Development,61320,,,
1823,2,Sales,33460,,,
1824,1,Research & Development,108550,,,
1825,1,Sales,22310,,,
1826,4,Sales,23230,,,
1827,1,Research & Development,20240,,,
1828,1,Sales,27130,,,
1829,3,Sales,94390,,,
1830,1,Sales,25660,,,
1831,1,Research & Development,199260,,,
1832,3,Research & Development,24510,,,
1833,2,Sales,94190,,,
1834,3,Sales,86860,,,
1835,4,Research & Development,30380,,,
1836,5,Research & Development,30580,,,
1837,4,Sales,23250,,,
1838,2,Research & Development,20880,,,
1839,1,Sales,30720,,,
1840,2,Research & Development,50060,,,
1841,4,Sales,42570,,,
1842,1,Research & Development,25000,,,
1843,1,Research & Development,11020,,,
1844,1,Research & Development,104530,,,
1845,2,Sales,22880,,,
1846,2,Research & Development,39290,,,
1847,1,Sales,23110,,,
1848,1,Research & Development,31400,,,
1849,1,Sales,36900,,,
1850,1,Research & Development,44500,,,
1851,4,Sales,27560,,,
1852,2,Sales,190330,,,
1853,2,Research & Development,187220,,,
1854,1,Research & Development,95470,,,
1855,1,Sales,137340,,,
1856,2,Research & Development,199990,,,
1857,3,Research & Development,22790,,,
1858,3,Sales,59160,,,
1859,1,Research & Development,20890,,,
1860,3,Research & Development,167920,,,
1861,3,Research & Development,35640,,,
1862,1,Research & Development,44250,,,
1863,1,Research & Development,52650,,,
1864,3,Sales,65530,,,
1865,2,Research & Development,62610,,,
1866,1,Research & Development,42980,,,
1867,3,Research & Development,68040,,,
1868,2,Sales,38150,,,
1869,1,Research & Development,27410,,,
1870,4,Research & Development,66730,,,
1871,2,Research & Development,76390,,,
1872,1,Sales,23280,,,
1873,1,Sales,21530,,,
1874,2,Sales,48760,,,
1875,2,Research & Development,93960,,,
1876,2,Research & Development,104000,,,
1877,1,Research & Development,84740,,,
1878,2,Research & Development,99810,,,
1879,1,Research & Development,124900,,,
1880,2,Research & Development,26570,,,
1881,3,Research & Development,135910,,,
1882,4,Research & Development,66960,,,
1883,1,Research & Development,20580,,,
1884,2,Research & Development,88650,,,
1885,2,Sales,59400,,,
1886,1,Sales,59140,,,
1887,1,Research & Development,26220,,,
1888,1,Sales,121850,,,
1889,3,Research & Development,106090,,,
1890,2,Research & Development,43450,,,
1891,1,Research & Development,21770,,,
1892,2,Research & Development,27930,,,
1893,1,Human Resources,79180,,,
1894,2,Sales,87890,,,
1895,1,Sales,23890,,,
1896,1,Research & Development,32120,,,
1897,2,Research & Development,192320,,,
1898,2,Sales,22670,,,
1899,1,Research & Development,195170,,,
1900,2,Research & Development,24360,,,
1901,2,Research & Development,160640,,,
1902,3,Research & Development,27070,,,
1903,4,Research & Development,190680,,,
1904,1,Sales,39310,,,
1905,4,Research & Development,37300,,,
1906,3,Research & Development,22320,,,
1907,4,Research & Development,44650,,,
1908,3,Sales,30720,,,
1909,2,Research & Development,33190,,,
1910,1,Research & Development,192020,,,
1911,3,Human Resources,136750,,,
1912,1,Research & Development,29110,,,
1913,4,Sales,59570,,,
1914,1,Research & Development,39200,,,
1915,1,Sales,64340,,,
1916,2,Sales,100480,,,
1917,2,Sales,109380,,,
1918,2,Sales,23400,,,
1919,1,Research & Development,65450,,,
1920,3,Research & Development,69310,,,
1921,2,Sales,48980,,,
1922,2,Research & Development,25930,,,
1923,4,Sales,194360,,,
1924,1,Human Resources,27230,,,
1925,2,Research & Development,34790,,,
1926,3,Research & Development,27940,,,
1927,1,Sales,52490,,,
1928,2,Sales,21760,,,
1929,1,Sales,168720,,,
1930,2,Research & Development,34850,,,
1931,1,Sales,66440,,,
1932,2,Sales,55820,,,
1933,2,Sales,40000,,,
1934,2,Research & Development,134960,,,
1935,1,Research & Development,32100,,,
1936,3,Research & Development,190450,,,
1937,1,Sales,118490,,,
1938,3,Sales,20700,,,
1939,2,Research & Development,65020,,,
1940,2,Sales,32300,,,
1941,1,Sales,136030,,,
1942,1,Research & Development,119960,,,
1943,5,Research & Development,56050,,,
1944,2,Research & Development,63970,,,
1945,1,Research & Development,191440,,,
1946,2,Sales,175840,,,
1947,2,Research & Development,49070,,,
1948,2,Human Resources,45540,,,
1949,1,Sales,54150,,,
1950,2,Research & Development,47410,,,
1951,3,Sales,21150,,,
1952,2,Research & Development,31610,,,
1953,5,Sales,57450,,,
1954,1,Research & Development,23730,,,
1955,2,Sales,33100,,,
1956,5,Research & Development,186650,,,
1957,2,Sales,44850,,,
1958,2,Research & Development,27890,,,
1959,2,Research & Development,58280,,,
1960,1,Research & Development,23260,,,
1961,1,Research & Development,135250,,,
1962,4,Research & Development,14200,,,
1963,1,Research & Development,80200,,,
1964,1,Human Resources,36880,,,
1965,4,Sales,54820,,,
1966,1,Sales,160150,,,
1967,5,Sales,12000,,,
1968,1,Research & Development,56610,,,
1969,2,Research & Development,69290,,,
1970,2,Sales,96130,,,
1971,2,Research & Development,56740,,,
1972,2,Research & Development,54840,,,
1973,2,Sales,120610,,,
1974,1,Research & Development,56600,,,
1975,2,Sales,48210,,,
1976,1,Research & Development,64100,,,
1977,2,Research & Development,52100,,,
1978,2,Sales,26950,,,
1979,1,Research & Development,118780,,,
1980,1,Research & Development,170680,,,
1981,5,Human Resources,24550,,,
1982,2,Research & Development,139640,,,
1983,3,Research & Development,49410,,,
1984,2,Research & Development,24780,,,
1985,2,Research & Development,52280,,,
1986,2,Research & Development,44780,,,
1987,2,Research & Development,75470,,,
1988,3,Sales,50550,,,
1989,3,Sales,34640,,,
1990,1,Research & Development,57750,,,
1991,3,Sales,89430,,,
1992,2,Sales,192720,,,
1993,4,Research & Development,52380,,,
1994,2,Research & Development,46820,,,
1995,1,Research & Development,183000,,,
1996,1,Sales,52570,,,
1997,1,Research & Development,63490,,,
1998,1,Sales,48690,,,
1999,2,Sales,99850,,,
2000,3,Research & Development,36970,,,
2001,2,Research & Development,74570,,,
2002,2,Research & Development,21190,,,
2003,4,Sales,39830,,,
2004,3,Sales,61180,,,
2005,1,Research & Development,62140,,,
2006,2,Human Resources,63470,,,
2007,1,Sales,115100,,,
2008,4,Research & Development,71430,,,
2009,2,Human Resources,82680,,,
2010,2,Sales,80950,,,
2011,4,Research & Development,29040,,,
2012,4,Research & Development,60320,,,
2013,2,Research & Development,29760,,,
2014,2,Research & Development,159920,,,
2015,2,Sales,46490,,,
2016,2,Sales,26960,,,
2017,2,Sales,23700,,,
2018,2,Research & Development,125040,,,
2019,1,Sales,59740,,,
2020,1,Research & Development,47360,,,
2021,4,Research & Development,52960,,,
2022,4,Human Resources,67810,,,
2023,3,Research & Development,21740,,,
2024,1,Research & Development,66530,,,
2025,2,Research & Development,96990,,,
2026,2,Sales,67550,,,
2027,1,Research & Development,22130,,,
2028,1,Research & Development,26100,,,
2029,1,Research & Development,28510,,,
2030,3,Research & Development,34520,,,
2031,1,Research & Development,52580,,,
2032,1,Sales,93550,,,
2033,1,Research & Development,104960,,,
2034,1,Sales,63800,,,
2035,2,Sales,26570,,,
2036,3,Research & Development,27160,,,
2037,1,Sales,22010,,,
2038,2,Sales,65400,,,
2039,1,Research & Development,38160,,,
2040,1,Sales,52530,,,
2041,3,Research & Development,109650,,,
2042,1,Research & Development,49360,,,
2043,2,Research & Development,25430,,,
2044,1,Sales,53040,,,
2045,3,Research & Development,166590,,,
2046,1,Research & Development,42600,,,
2047,2,Sales,24760,,,
2048,3,Research & Development,31020,,,
2049,1,Research & Development,22440,,,
2050,4,Research & Development,75960,,,
2051,1,Sales,22850,,,
2052,4,Research & Development,30340,,,
2053,1,Research & Development,57150,,,
2054,1,Sales,25760,,,
2055,2,Research & Development,41970,,,
2056,2,Research & Development,143360,,,
2057,1,Research & Development,34480,,,
2058,2,Research & Development,194060,,,
2059,2,Research & Development,65380,,,
2060,1,Research & Development,43060,,,
2061,2,Research & Development,22580,,,
2062,3,Sales,45220,,,
2063,2,Research & Development,44870,,,
2064,2,Research & Development,44490,,,
2065,1,Research & Development,22180,,,
2066,2,Research & Development,191970,,,
2067,2,Research & Development,132120,,,
2068,3,Research & Development,65770,,,
2069,5,Research & Development,83920,,,
2070,3,Human Resources,45580,,,
2071,1,Research & Development,40310,,,
2072,1,Research & Development,79690,,,
2073,1,Research & Development,26540,,,
2074,2,Research & Development,165550,,,
2075,1,Research & Development,45560,,,
2076,1,Research & Development,60910,,,
2077,2,Research & Development,195660,,,
2078,3,Sales,48100,,,
2079,1,Sales,45230,,,
2080,2,Research & Development,32020,,,
2081,2,Research & Development,23510,,,
2082,3,Research & Development,17020,,,
2083,1,Sales,180410,,,
2084,3,Human Resources,28860,,,
2085,1,Research & Development,20970,,,
2086,2,Research & Development,119350,,,
2087,1,Sales,25460,,,
2088,2,Research & Development,25640,,,
2089,1,Research & Development,84120,,,
2090,1,Sales,141180,,,
2091,5,Research & Development,170460,,,
2092,2,Sales,25640,,,
2093,1,Sales,102660,,,
2094,2,Research & Development,50700,,,
2095,4,Sales,178610,,,
2096,1,Sales,42300,,,
2097,2,Research & Development,37800,,,
2098,1,Research & Development,27680,,,
2099,1,Sales,90710,,,
2100,1,Human Resources,106480,,,
2101,2,Research & Development,136100,,,
2102,3,Research & Development,34080,,,
2103,2,Research & Development,29830,,,
2104,5,Human Resources,76320,,,
2105,3,Sales,98240,,,
2106,1,Research & Development,99500,,,
2107,2,Research & Development,20930,,,
2108,2,Research & Development,99800,,,
2109,1,Sales,38940,,,
2110,1,Research & Development,40510,,,
2111,3,Research & Development,168350,,,
2112,2,Sales,62300,,,
2113,1,Sales,47170,,,
2114,2,Research & Development,132370,,,
2115,2,Research & Development,37550,,,
2116,1,Sales,65820,,,
2117,2,Sales,74060,,,
2118,2,Research & Development,48050,,,
2119,2,Sales,27410,,,
2120,1,Research & Development,42620,,,
2121,2,Research & Development,161840,,,
2122,3,Sales,115570,,,
2123,3,Sales,18780,,,
2124,1,Research & Development,109320,,,
2125,2,Human Resources,68110,,,
2126,2,Human Resources,43060,,,
2127,2,Research & Development,48590,,,
2128,4,Research & Development,53370,,,
2129,1,Research & Development,23400,,,
2130,3,Sales,74910,,,
2131,2,Research & Development,105270,,,
2132,2,Research & Development,165950,,,
2133,3,Sales,88340,,,
2134,1,Research & Development,55770,,,
2135,2,Research & Development,47070,,,
2136,2,Sales,24000,,,
2137,4,Research & Development,98240,,,
2138,1,Research & Development,64470,,,
2139,1,Research & Development,195020,,,
2140,1,Research & Development,27250,,,
2141,2,Research & Development,62720,,,
2142,2,Research & Development,21270,,,
2143,2,Sales,182000,,,
2144,1,Research & Development,20960,,,
2145,1,Research & Development,28860,,,
2146,2,Sales,20330,,,
2147,1,Research & Development,36220,,,
2148,1,Research & Development,42330,,,
2149,3,Research & Development,36810,,,
2150,1,Sales,54600,,,
2151,2,Research & Development,21870,,,
2152,1,Research & Development,96020,,,
2153,2,Research & Development,28360,,,
2154,4,Sales,40890,,,
2155,2,Sales,166270,,,
2156,1,Sales,26190,,,
2157,5,Research & Development,56790,,,
2158,5,Research & Development,154020,,,
2159,1,Sales,59850,,,
2160,3,Research & Development,25790,,,
2161,1,Research & Development,30410,,,
2162,2,Research & Development,34470,,,
2163,1,Research & Development,195130,,,
2164,1,Sales,27730,,,
2165,1,Research & Development,71040,,,
2166,1,Sales,63220,,,
2167,2,Research & Development,20830,,,
2168,2,Sales,83810,,,
2169,3,Sales,26910,,,
2170,1,Research & Development,42860,,,
2171,2,Research & Development,26590,,,
2172,2,Sales,94340,,,
2173,2,Sales,55610,,,
2174,2,Sales,66460,,,
2175,4,Sales,77250,,,
2176,1,Sales,107250,,,
2177,2,Sales,88470,,,
2178,4,Research & Development,20450,,,
2179,2,Sales,10090,,,
2180,1,Research & Development,33480,,,
2181,1,Sales,12810,,,
2182,2,Research & Development,28190,,,
2183,2,Research & Development,48510,,,
2184,3,Research & Development,40280,,,
2185,2,Research & Development,27200,,,
2186,2,Research & Development,81200,,,
2187,1,Research & Development,46470,,,
2188,1,Research & Development,46800,,,
2189,2,Research & Development,32210,,,
2190,2,Sales,86210,,,
2191,2,Research & Development,45770,,,
2192,1,Research & Development,45530,,,
2193,2,Research & Development,53960,,,
2194,1,Research & Development,67960,,,
2195,2,Research & Development,76250,,,
2196,2,Research & Development,74120,,,
2197,2,Research & Development,111590,,,
2198,2,Research & Development,49600,,,
2199,2,Research & Development,104750,,,
2200,2,Research & Development,148140,,,
2201,4,Research & Development,191410,,,
2202,1,Research & Development,54050,,,
2203,1,Research & Development,87930,,,
2204,5,Research & Development,191890,,,
2205,2,Research & Development,38750,,,
2206,1,Research & Development,22160,,,
2207,2,Research & Development,117130,,,
2208,1,Research & Development,78610,,,
2209,1,Research & Development,37080,,,
2210,1,Research & Development,137700,,,
2211,3,Research & Development,53040,,,
2212,3,Sales,26420,,,
2213,1,Research & Development,27590,,,
2214,2,Research & Development,68040,,,
2215,2,Research & Development,61420,,,
2216,2,Research & Development,25000,,,
2217,1,Research & Development,63890,,,
2218,1,Sales,111030,,,
2219,2,Sales,23420,,,
2220,2,Sales,68110,,,
2221,2,Sales,22970,,,
2222,2,Sales,24500,,,
2223,3,Research & Development,50930,,,
2224,2,Research & Development,53090,,,
2225,2,Sales,30570,,,
2226,3,Sales,51210,,,
2227,1,Research & Development,168560,,,
2228,5,Sales,26860,,,
2229,1,Sales,61800,,,
2230,4,Human Resources,66320,,,
2231,2,Sales,35050,,,
2232,3,Research & Development,63970,,,
2233,2,Research & Development,62740,,,
2234,2,Sales,198590,,,
2235,1,Sales,75870,,,
2236,2,Research & Development,42580,,,
2237,2,Research & Development,43640,,,
2238,1,Research & Development,43350,,,
2239,1,Sales,53260,,,
2240,1,Research & Development,32800,,,
2241,3,Research & Development,54850,,,
2242,1,Sales,43420,,,
2243,2,Research & Development,27820,,,
2244,1,Research & Development,59800,,,
2245,2,Research & Development,43810,,,
2246,2,Sales,25720,,,
2247,1,Sales,38330,,,
2248,3,Research & Development,42440,,,
2249,1,Research & Development,65000,,,
2250,1,Research & Development,184300,,,
2251,2,Research & Development,16010,,,
2252,2,Research & Development,26940,,,
2253,1,Research & Development,31490,,,
2254,1,Research & Development,176390,,,
2255,1,Research & Development,23190,,,
2256,2,Research & Development,116910,,,
2257,3,Research & Development,53240,,,
2258,3,Research & Development,167520,,,
2259,3,Research & Development,52280,,,
2260,2,Human Resources,27000,,,
2261,1,Research & Development,192460,,,
2262,1,Sales,25060,,,
2263,1,Research & Development,60620,,,
2264,5,Research & Development,43820,,,
2265,1,Research & Development,21430,,,
2266,3,Sales,61620,,,
2267,2,Research & Development,50940,,,
2268,2,Research & Development,68770,,,
2269,1,Research & Development,22740,,,
2270,5,Research & Development,44340,,,
2271,1,Research & Development,62880,,,
2272,4,Sales,25530,,,
2273,2,Sales,76540,,,
2274,2,Research & Development,51600,,,
2275,2,Research & Development,171590,,,
2276,1,Sales,128080,,,
2277,3,Research & Development,102210,,,
2278,2,Sales,47790,,,
2279,2,Research & Development,37370,,,
2280,2,Research & Development,23660,,,
2281,2,Sales,17060,,,
2282,1,Sales,163070,,,
2283,2,Research & Development,59330,,,
2284,1,Research & Development,34240,,,
2285,1,Research & Development,40370,,,
2286,2,Research & Development,25590,,,
2287,1,Research & Development,62010,,,
2288,3,Research & Development,44030,,,
2289,4,Sales,37610,,,
2290,2,Research & Development,109340,,,
2291,1,Sales,107610,,,
2292,2,Sales,51750,,,
2293,3,Research & Development,138260,,,
2294,2,Research & Development,63340,,,
2295,2,Research & Development,49360,,,
2296,2,Research & Development,47750,,,
2297,2,Human Resources,28180,,,
2298,2,Research & Development,25150,,,
2299,1,Research & Development,23420,,,
2300,1,Sales,41940,,,
2301,1,Research & Development,106850,,,
2302,1,Research & Development,20220,,,
2303,1,Research & Development,23140,,,
2304,1,Research & Development,42560,,,
2305,3,Sales,35800,,,
2306,2,Human Resources,31620,,,
2307,1,Sales,65240,,,
2308,2,Research & Development,28990,,,
2309,1,Sales,52310,,,
2310,1,Sales,23560,,,
2311,1,Research & Development,28000,,,
2312,3,Research & Development,118360,,,
2313,1,Research & Development,109030,,,
2314,1,Research & Development,29730,,,
2315,4,Sales,142750,,,
2316,1,Research & Development,55620,,,
2317,2,Research & Development,45370,,,
2318,1,Research & Development,76420,,,
2319,3,Research & Development,179240,,,
2320,1,Sales,52040,,,
2321,1,Sales,22770,,,
2322,5,Research & Development,27950,,,
2323,1,Research & Development,25320,,,
2324,2,Research & Development,25590,,,
2325,3,Research & Development,49080,,,
2326,5,Research & Development,23800,,,
2327,1,Research & Development,47650,,,
2328,2,Research & Development,20440,,,
2329,1,Research & Development,26930,,,
2330,2,Research & Development,65860,,,
2331,1,Research & Development,32940,,,
2332,1,Sales,41710,,,
2333,1,Research & Development,27780,,,
2334,1,Human Resources,23770,,,
2335,1,Research & Development,24040,,,
2336,2,Sales,23180,,,
2337,1,Sales,20080,,,
2338,1,Research & Development,62440,,,
2339,1,Research & Development,27990,,,
2340,3,Research & Development,105520,,,
2341,2,Sales,23290,,,
2342,5,Research & Development,40140,,,
2343,2,Sales,74030,,,
2344,1,Research & Development,22590,,,
2345,2,Research & Development,69320,,,
2346,1,Research & Development,46780,,,
2347,3,Sales,135820,,,
2348,1,Research & Development,23320,,,
2349,2,Human Resources,24130,,,
2350,3,Sales,97050,,,
2351,2,Research & Development,42940,,,
2352,3,Research & Development,47210,,,
2353,3,Research & Development,25190,,,
2354,1,Research & Development,21210,,,
2355,2,Sales,29730,,,
2356,2,Sales,58550,,,
2357,2,Research & Development,36170,,,
2358,2,Research & Development,67250,,,
2359,5,Sales,103250,,,
2360,3,Research & Development,69490,,,
2361,3,Research & Development,106090,,,
2362,4,Research & Development,44470,,,
2363,2,Research & Development,21570,,,
2364,3,Research & Development,46010,,,
2365,1,Research & Development,170990,,,
2366,1,Research & Development,24790,,,
2367,2,Research & Development,148520,,,
2368,1,Sales,72640,,,
2369,1,Research & Development,56660,,,
2370,2,Research & Development,78230,,,
2371,1,Research & Development,78800,,,
2372,2,Research & Development,131940,,,
2373,2,Research & Development,50670,,,
2374,3,Research & Development,50790,,,
2375,3,Research & Development,23210,,,
2376,2,Research & Development,174440,,,
2377,2,Research & Development,24040,,,
2378,1,Sales,34520,,,
2379,3,Sales,22700,,,
2380,2,Research & Development,173990,,,
2381,2,Research & Development,54880,,,
2382,3,Sales,194190,,,
2383,1,Research & Development,28110,,,
2384,1,Sales,36330,,,
2385,2,Research & Development,41630,,,
2386,3,Research & Development,21320,,,
2387,4,Sales,139730,,,
2388,2,Sales,26840,,,
2389,2,Sales,108450,,,
2390,3,Research & Development,43770,,,
2391,2,Research & Development,37430,,,
2392,3,Research & Development,41480,,,
2393,2,Research & Development,10510,,,
2394,2,Human Resources,107390,,,
2395,4,Research & Development,103880,,,
2396,2,Research & Development,114160,,,
2397,1,Sales,26000,,,
2398,1,Research & Development,24220,,,
2399,1,Research & Development,54720,,,
2400,2,Research & Development,24510,,,
2401,2,Research & Development,42400,,,
2402,5,Research & Development,109990,,,
2403,5,Research & Development,50030,,,
2404,2,Research & Development,127420,,,
2405,1,Research & Development,42270,,,
2406,1,Sales,39170,,,
2407,3,Research & Development,183030,,,
2408,2,Research & Development,23800,,,
2409,4,Research & Development,137260,,,
2410,1,Research & Development,47770,,,
2411,2,Research & Development,63850,,,
2412,3,Research & Development,199730,,,
2413,3,Research & Development,68610,,,
2414,3,Human Resources,49690,,,
2415,1,Research & Development,198450,,,
2416,4,Research & Development,133200,,,
2417,1,Sales,63470,,,
2418,2,Sales,27430,,,
2419,1,Research & Development,108800,,,
2420,5,Research & Development,23420,,,
2421,2,Sales,176500,,,
2422,1,Sales,40250,,,
2423,3,Sales,97250,,,
2424,1,Research & Development,119040,,,
2425,1,Research & Development,21770,,,
2426,2,Research & Development,75250,,,
2427,1,Human Resources,48340,,,
2428,3,Research & Development,20420,,,
2429,2,Research & Development,22200,,,
2430,3,Research & Development,10520,,,
2431,1,Sales,28210,,,
2432,2,Research & Development,192370,,,
2433,3,Human Resources,41070,,,
2434,2,Sales,83960,,,
2435,2,Sales,20070,,,
2436,2,Research & Development,196270,,,
2437,1,Research & Development,106860,,,
2438,1,Research & Development,29420,,,
2439,2,Sales,88580,,,
2440,1,Research & Development,167560,,,
2441,2,Sales,107980,,,
2442,1,Research & Development,23230,,,
2443,1,Research & Development,14160,,,
2444,4,Research & Development,46150,,,
2445,1,Sales,24610,,,
2446,1,Sales,87220,,,
2447,2,Research & Development,39550,,,
2448,3,Research & Development,99570,,,
2449,2,Research & Development,33760,,,
2450,2,Research & Development,88230,,,
2451,3,Sales,103220,,,
2452,2,Sales,46210,,,
2453,2,Research & Development,109760,,,
2454,1,Research & Development,36600,,,
2455,3,Sales,104820,,,
2456,1,Research & Development,71190,,,
2457,1,Sales,95820,,,
2458,1,Sales,45080,,,
2459,1,Research & Development,22070,,,
2460,3,Research & Development,77560,,,
2461,1,Sales,66940,,,
2462,5,Sales,36910,,,
2463,1,Research & Development,23770,,,
2464,3,Sales,23130,,,
2465,2,Research & Development,176650,,,
2466,1,Research & Development,25960,,,
2467,1,Sales,47280,,,
2468,1,Research & Development,43020,,,
2469,1,Research & Development,29790,,,
2470,2,Human Resources,168850,,,
2471,2,Research & Development,55930,,,
2472,1,Research & Development,104450,,,
2473,1,Research & Development,87400,,,
2474,1,Research & Development,25140,,,
2475,3,Research & Development,76550,,,
2476,1,Human Resources,174650,,,
2477,1,Research & Development,73510,,,
2478,1,Research & Development,108200,,,
2479,1,Research & Development,121690,,,
2480,1,Research & Development,196260,,,
2481,2,Research & Development,20700,,,
2482,1,Sales,67820,,,
2483,5,Sales,77790,,,
2484,5,Sales,27910,,,
2485,2,Research & Development,32010,,,
2486,4,Research & Development,49680,,,
2487,5,Research & Development,131200,,,
2488,1,Research & Development,40330,,,
2489,2,Research & Development,32910,,,
2490,1,Sales,42720,,,
2491,4,Research & Development,50560,,,
2492,1,Sales,28440,,,
2493,2,Research & Development,27030,,,
2494,2,Research & Development,19040,,,
2495,2,Research & Development,82240,,,
2496,2,Sales,47660,,,
2497,2,Sales,26100,,,
2498,2,Research & Development,57310,,,
2499,1,Research & Development,25390,,,
2500,2,Research & Development,57140,,,
2501,2,Sales,43230,,,
2502,3,Sales,73360,,,
2503,1,Research & Development,134990,,,
2504,1,Research & Development,137580,,,
2505,2,Research & Development,51550,,,
2506,3,Human Resources,22580,,,
2507,3,Research & Development,35970,,,
2508,3,Research & Development,25150,,,
2509,2,Sales,44200,,,
2510,3,Human Resources,65780,,,
2511,1,Research & Development,44220,,,
2512,3,Sales,102740,,,
2513,2,Research & Development,53430,,,
2514,1,Research & Development,23760,,,
2515,3,Research & Development,53460,,,
2516,2,Research & Development,28270,,,
2517,2,Research & Development,199430,,,
2518,1,Sales,31310,,,
2519,3,Sales,25520,,,
2520,3,Sales,44770,,,
2521,2,Research & Development,64740,,,
2522,1,Sales,30330,,,
2523,1,Research & Development,29360,,,
2524,3,Research & Development,186060,,,
2525,3,Research & Development,21680,,,
2526,1,Research & Development,28530,,,
2527,1,Sales,170480,,,
2528,5,Sales,22900,,,
2529,1,Sales,36000,,,
2530,5,Sales,21070,,,
2531,1,Research & Development,41150,,,
2532,4,Sales,43270,,,
2533,1,Research & Development,178560,,,
2534,5,Sales,31960,,,
2535,1,Human Resources,190810,,,
2536,1,Research & Development,89660,,,
2537,1,Research & Development,22100,,,
2538,2,Sales,45390,,,
2539,2,Research & Development,27410,,,
2540,2,Research & Development,34910,,,
2541,5,Sales,45410,,,
2542,3,Research & Development,26780,,,
2543,1,Research & Development,73790,,,
2544,2,Research & Development,62720,,,
2545,1,Research & Development,52200,,,
2546,2,Research & Development,27430,,,
2547,3,Research & Development,49980,,,
2548,3,Research & Development,102520,,,
2549,1,Research & Development,27810,,,
2550,2,Research & Development,68520,,,
2551,2,Sales,49500,,,
2552,2,Research & Development,35790,,,
2553,1,Research & Development,131910,,,
2554,5,Research & Development,103770,,,
2555,1,Sales,22350,,,
2556,1,Research & Development,105020,,,
2557,1,Research & Development,20110,,,
2558,2,Sales,18590,,,
2559,2,Research & Development,37600,,,
2560,4,Research & Development,177790,,,
2561,1,Research & Development,68330,,,
2562,2,Research & Development,68120,,,
2563,2,Research & Development,51710,,,
2564,2,Research & Development,197400,,,
2565,4,Sales,187110,,,
2566,1,Research & Development,36920,,,
2567,5,Human Resources,25590,,,
2568,3,Research & Development,25170,,,
2569,1,Research & Development,66230,,,
2570,2,Research & Development,182650,,,
2571,1,Sales,161240,,,
2572,3,Research & Development,25850,,,
2573,3,Sales,182130,,,
2574,2,Sales,83800,,,
2575,2,Research & Development,29940,,,
2576,5,Sales,12230,,,
2577,4,Sales,11180,,,
2578,2,Human Resources,28750,,,
2579,2,Research & Development,188240,,,
2580,2,Sales,135770,,,
2581,2,Research & Development,26250,,,
2582,1,Research & Development,187890,,,
2583,1,Research & Development,45380,,,
2584,2,Research & Development,198470,,,
2585,1,Research & Development,105120,,,
2586,1,Research & Development,44440,,,
2587,5,Sales,21540,,,
2588,2,Research & Development,191900,,,
2589,1,Research & Development,44900,,,
2590,2,Sales,35060,,,
2591,1,Sales,23720,,,
2592,4,Sales,102310,,,
2593,1,Research & Development,54100,,,
2594,3,Research & Development,79780,,,
2595,1,Sales,38670,,,
2596,2,Research & Development,28380,,,
2597,4,Sales,46950,,,
2598,1,Research & Development,33390,,,
2599,2,Research & Development,20800,,,
2600,2,Research & Development,20960,,,
2601,3,Research & Development,62090,,,
2602,2,Research & Development,180610,,,
2603,2,Sales,171230,,,
2604,3,Research & Development,23720,,,
2605,2,Research & Development,48830,,,
2606,1,Sales,39040,,,
2607,2,Research & Development,46270,,,
2608,3,Research & Development,70940,,,
2609,1,Research & Development,34230,,,
2610,3,Research & Development,66740,,,
2611,4,Research & Development,168800,,,
2612,1,Research & Development,90940,,,
